recordedAt,temperature,heatIndex,humidity,airPressure,precipitation,light,uvIndex,windDirection,windSpeed
12/31/2025 04:00 PM,29.79,31.58,55.07,1006.07,0,5557.87,0,194.64 °S,1.49
12/31/2025 05:00 PM,28.02,29.07,56.18,1003.16,0,895.19,0,184.76 °S,1.76
12/31/2025 06:00 PM,27.18,28.12,57.46,1002.18,0,0.03,0,165.14 °S,1.74
12/31/2025 07:00 PM,26.8,27.72,58.17,1002.07,0,0,0,165.44 °S,1.03
12/31/2025 08:00 PM,25.97,26.87,59.06,1001.01,0,0,0,165.77 °S,0.4
12/31/2025 09:00 PM,25.77,26.69,60.13,1001.23,0,0,0,165.81 °S,1.32
12/31/2025 10:00 PM,25.5,26.45,60.84,1001.01,0,0,0,165.89 °S,1.1
12/31/2025 11:00 PM,25.46,26.42,61.07,1000.92,0,0,0,165.79 °S,0.95
1/1/2026 12:00 AM,25.51,26.46,61.09,1000.99,0,0,0,165.89 °S,0.65
1/1/2026 01:00 AM,25.53,26.48,61.14,1000.88,0,0,0,165.97 °S,0.75
1/1/2026 02:00 AM,25.32,26.28,61.29,1000.29,0,0,0,165.9 °S,0.63
1/1/2026 03:00 AM,25.07,26.06,61.53,999.8,0,0,0,165.83 °S,1.05
1/1/2026 04:00 AM,24.8,25.82,61.99,999.59,0,0,0,165.8 °S,0.96
1/1/2026 05:00 AM,24.92,25.93,62.15,1000.07,0,0.03,0,165.95 °S,0.18
1/1/2026 06:00 AM,24.68,25.72,62.62,1000.21,0,740.74,0,166.01 °S,0.26
1/1/2026 07:00 AM,25.24,26.22,62.28,1001.66,0,4436.43,0,165.81 °S,0.82
1/1/2026 08:00 AM,26.15,27.15,61.38,1003.64,0,8528.44,0,165.73 °S,0.7
1/1/2026 09:00 AM,26.99,28.11,60.53,1005.07,0,13190.12,0.4,165.63 °S,0.97
1/1/2026 10:00 AM,27.79,29.14,59.87,1006.75,0,22019.55,2.51,234.03 °SW,1.66
1/1/2026 11:00 AM,29.19,31.2,58.87,1009.15,0,36370.01,6.5,255.37 °W,2.08
1/1/2026 12:00 PM,30.11,32.69,57.84,1009.91,0,43010.58,8.28,203.83 °SW,2.17
1/1/2026 01:00 PM,30.2,32.65,57.05,1009.22,0,40182.15,5.6,227.65 °SW,2.9
1/1/2026 02:00 PM,29.28,31.02,56.85,1006.83,0,26140.94,4.05,226.93 °SW,2.77
1/1/2026 03:00 PM,28.93,30.49,57.01,1006.3,0,14938.26,0.9,257.96 °W,2.47
1/1/2026 04:00 PM,28.4,29.72,57.26,1005.34,0,6235.16,0,281.73 °W,2.26
1/1/2026 05:00 PM,27.74,28.88,57.97,1004.54,0,961.04,0,313.95 °NW,0.95
1/1/2026 06:00 PM,26.92,27.92,59.1,1003.57,0,0.01,0,326.85 °NW,2
1/1/2026 07:00 PM,26.82,27.86,59.89,1004.09,0,0,0,317.62 °NW,1.2
1/1/2026 08:00 PM,26.76,27.79,60.16,1004.39,0,0,0,271.64 °W,0.87
1/1/2026 09:00 PM,26.16,27.12,60.58,1003.37,0,0,0,235.06 °SW,2.95
1/1/2026 10:00 PM,25.71,26.65,60.59,1002.47,0,0,0,203.05 °SW,2.86
1/1/2026 11:00 PM,24.78,25.83,61.16,1000.63,0.11,0,0,194.49 °S,3.76
1/2/2026 12:00 AM,24.06,25.22,63.3,1000.26,3.08,0,0,175.68 °S,0.73
1/2/2026 01:00 AM,23.7,24.93,64.47,999.91,8.25,0,0,171.47 °S,0
1/2/2026 02:00 AM,23.31,24.65,64.92,999.22,2.86,0,0,180.84 °S,0.15
1/2/2026 03:00 AM,23.14,24.54,65.13,998.83,5.17,0,0,223.16 °SW,0.42
1/2/2026 04:00 AM,22.93,24.41,65.44,998.48,8.8,0,0,225.23 °SW,1.6
1/2/2026 05:00 AM,22.94,24.41,65.61,999.03,13.09,0,0,226.2 °SW,2.39
1/2/2026 06:00 AM,22.91,24.37,65.77,999.33,2.75,245.61,0,231.79 °SW,2.45
1/2/2026 07:00 AM,22.85,24.34,65.78,999.64,6.71,3046.44,0,270.84 °W,2.6
1/2/2026 08:00 AM,23.16,24.52,65.7,1000.79,1.65,9278.56,0,277.31 °W,2.1
1/2/2026 09:00 AM,23.45,24.72,65.39,1001.52,0,10630.1,0.05,293.41 °NW,2.23
1/2/2026 10:00 AM,23.88,25.04,64.85,1002.2,0,18863.66,2.15,295.84 °NW,3.15
1/2/2026 11:00 AM,24.52,25.57,63.71,1002.92,0,18147.34,2.25,290.81 °W,2.4
1/2/2026 12:00 PM,25.3,26.29,62.54,1003.76,0,19419.42,3.07,283.05 °W,2.44
1/2/2026 01:00 PM,25.91,26.89,61.37,1003.87,0,25994.08,5.37,282.8 °W,2.96
1/2/2026 02:00 PM,26.37,27.35,60.22,1003.98,0,19470.32,3.6,272 °W,3.25
1/2/2026 03:00 PM,26.01,26.93,59.63,1002.85,0,8816.24,0.37,270.22 °W,2.95
1/2/2026 04:00 PM,25.76,26.67,59.58,1002.68,0,3531.06,0,260.84 °W,0.89
1/2/2026 05:00 PM,25.14,26.11,59.72,1001.67,0,560.97,0,241.16 °SW,0.87
1/2/2026 06:00 PM,24.33,25.47,60.37,1000.48,0,0,0,216.31 °SW,0.92
1/2/2026 07:00 PM,23.82,25.13,61,1000.02,0.22,0,0,218.18 °SW,0.34
1/2/2026 08:00 PM,23.58,24.97,61.66,1000.17,0,0,0,259.94 °W,0.41
1/2/2026 09:00 PM,23.54,24.92,62.08,1000.41,0,0,0,259.94 °W,0.74
1/2/2026 10:00 PM,23.61,24.96,62.16,1000.57,0,0,0,259.94 °W,1.34
1/2/2026 11:00 PM,23.86,25.13,61.91,1000.99,0,0,0,259.94 °W,1.36
1/3/2026 12:00 AM,23.93,25.18,61.56,1001.01,0,0,0,259.94 °W,0.84
1/3/2026 01:00 AM,24.05,25.27,61.36,1001.12,0,0,0,259.95 °W,0.51
1/3/2026 02:00 AM,24.35,25.48,61.09,1001.36,0,0,0,255.29 °W,1.14
1/3/2026 03:00 AM,24.05,25.28,61,1000.66,0,0,0,253.9 °W,0.78
1/3/2026 04:00 AM,23.55,24.98,60.83,999.49,0,0,0,263.13 °W,0.54
1/3/2026 05:00 AM,23.38,24.9,60.63,999.02,0,0.03,0,263.13 °W,0.47
1/3/2026 06:00 AM,23.34,24.88,60.53,999.24,0,609.26,0,263.12 °W,1.07
1/3/2026 07:00 AM,24.08,25.32,60.34,1001.17,0,7356.79,0,248.44 °W,1.38
1/3/2026 08:00 AM,25.74,26.71,59.76,1004.89,0,23721.76,1.21,204.02 °SW,2.2
1/3/2026 09:00 AM,26.58,27.51,58.72,1006.13,0,34375.67,4.2,205.18 °SW,5.05
1/3/2026 10:00 AM,27.66,28.77,57.84,1007.94,0,47049.21,6.53,202.88 °SW,7.7
1/3/2026 11:00 AM,27.9,28.98,56.8,1007.54,0,48618.08,4.8,206.62 °SW,8.52
1/3/2026 12:00 PM,28.13,29.21,56.02,1007.16,0,40611.3,5.07,207.85 °SW,7.52
1/3/2026 01:00 PM,28.18,29.22,55.4,1006.51,0,40869.18,6.18,209.46 °SW,8.57
1/3/2026 02:00 PM,27.65,28.47,54.86,1004.76,0,24623.61,3.93,209.46 °SW,9.28
